Year,Month,Crop,Region,Temperature,Rainfall,Humidity,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Fertilizer_Use,Pesticide_Use,Previous_Year_Yield,Sowing_To_Harvest_Days,Predicted_Yield
2016,12,Gram,Sarangarh-Bilaigarh Division,19.08493517824335,248.2821344907641,83.46130097803268,6.67086372598941,18.29877752235509,25.4392829176293,81.05532063546612,58.75316943966371,8.707263066521955,2566.070978300722,127,2077.7524940097173
2024,6,Mustard,Sarangarh-Bilaigarh Division,15.335126089847648,105.12719678416201,78.81652880204135,5.818275338838728,46.23400768395183,24.622090229475788,207.84875787042603,163.38917149593092,6.3403039260503355,4940.551996253259,90,3430.520505515251
2017,9,Wheat,Balod Division,28.58398302402339,96.49037688935442,72.89716941310664,7.511339995847528,43.541968280991725,49.913649827315275,121.70152623906677,129.64199282359903,8.436522565284976,6298.598445666698,97,2841.8191482567345
2017,8,Millets,Surguja Division,16.53136516867078,287.70466497910786,44.927823825188874,6.366518243432541,28.843349179357013,49.16683459623103,73.66906674357558,204.3928868699767,2.6112684736145586,3792.129370224578,170,2412.754720726656
2019,11,Maize,Bilaspur Division,23.415224035318516,102.47440739655767,84.61299929799867,7.256812503518521,26.44595729360555,27.615117718837997,249.29010102001783,57.68512912781172,0.9770321110107494,4114.7913878411355,172,2882.2307393276933
2019,6,Urd,Balod Division,27.033643280365922,115.22964491254201,39.26494545235278,7.274055112159628,19.462717008444002,24.947386403989015,207.45006053387257,130.33811371232287,6.159320070866688,2699.0583528444067,152,1398.934809872044
2016,3,summer paddy,Balod Division,33.74217889839354,292.40398472608445,67.60623116503331,7.657599086787301,39.199728985798544,37.991239444139495,131.7482073516245,209.8146838972392,4.34690392663586,5959.339918755406,122,5812.008035500379
2024,8,Til,Surguja Division,21.236042739115373,233.6771425662564,31.728070832791122,7.735724458517324,15.269751985278567,10.418282999207209,214.66949538922805,154.539452927674,4.264407952924319,6355.872025699791,104,5155.612413598809
2020,9,Arhar,Bilaspur Division,19.995443248930396,224.89913325588205,68.62318837949675,7.043357303204618,37.209510153751324,14.133351899327113,186.12077402383068,160.0077481997208,5.267478524300461,5431.484425430272,120,3603.8052604741074
2019,1,Pea,Surguja Division,28.08320308572197,263.2315959636453,46.62866111240159,6.492975842810209,43.69827944473654,16.308479507436836,207.99495191396667,69.4329363931931,3.613826115655425,4213.867510799019,110,4271.116215286955
2020,12,Niger,Bilaspur Division,27.384780641071632,78.95577055919857,56.980618631023205,8.0123526845042,19.13886303668095,19.270590891358708,213.04127551312996,76.46611122401828,6.260595314428291,6283.984122543154,92,2121.290690427082
2015,9,Pea,Surguja Division,21.642195666162493,226.4890591450018,50.71587312342319,6.429596948225454,44.657096115950246,35.60090633377345,66.94573665806358,185.39992107315717,0.3056836734762991,2269.250276836384,155,4322.244328169935
2019,6,Arhar,Balod Division,33.56203671019573,175.92215233205974,40.36540537477259,7.022527283407994,11.332927977580338,59.6120957430561,174.59457753761913,185.00932445798398,9.698913418817632,3892.4542994760923,124,3123.235952884979
2023,6,Mustard,Balod Division,31.897246549792655,257.28766007103496,67.31884740563245,6.703757749611184,46.51149541546101,42.630670087367676,51.35711059536552,245.82067885045467,9.247089920455704,4188.028533632066,130,3700.1026002781514
2024,12,Millets,Raipur Division,19.479650917301623,177.03542966629857,82.91853330843645,8.065235157909065,14.734489114051922,13.06493972246118,58.69124926023412,192.3905976131101,9.352701625819336,3959.5820987618836,148,2597.121953791292
2016,4,Gram,Sarangarh-Bilaigarh Division,19.782850908690463,205.06033856722803,87.5450545369442,6.7957555934374865,35.83036711752131,36.278968703112085,230.79600181116817,148.64869918668944,3.6500349558371834,5512.091435893516,105,2922.577294006783
2015,1,Tiwra,Surguja Division,25.246006937741612,169.43553159988397,41.540781789234906,6.658297566512453,20.003298756557676,34.83226061947522,155.5127442713611,221.46556470671058,5.318909576590998,4852.0144550818195,145,3357.5638509391083
2024,10,Soybean,Raipur Division,30.471442034614405,169.53973088896103,73.0423664437784,7.569471078692912,43.46209564678455,17.208390790902474,197.18039717370496,70.89459716318724,9.541306030575752,2133.2923295913083,134,1859.6591042084547
2025,8,Niger,Sarangarh-Bilaigarh Division,15.880807587769288,241.99249451545788,69.86036199634094,7.307323329584328,30.492014436618664,56.01361844012038,217.70019808862918,139.8591641792509,9.023460564275865,3232.256536715302,148,1587.8098279767205
2023,2,Gram,Surguja Division,28.866703074694133,207.1416001618208,50.60266737447435,5.821740500487538,15.409647649860055,32.03826238376845,239.917353512917,107.42182218551395,7.902444759011473,3195.384241934432,139,2015.2317791193534
2024,12,Tiwra,Bilaspur Division,27.96471794764194,208.3158004023526,31.14595196122355,7.02450641903189,32.839662853039144,59.727957030486984,223.87056958455918,70.92756138552511,4.073315898475924,4328.160963964644,174,3062.279221342212
2023,1,Kulthi,Sarangarh-Bilaigarh Division,19.629601918259766,162.57062095788143,71.38747483877196,7.706435164999743,26.315304407879324,31.003614762608215,146.6622897394588,202.70041694407325,5.643392231821735,2957.292088289485,101,3716.232063333405
2023,2,Kulthi,Balod Division,28.627060264826977,182.7773740843819,86.72969163357001,8.476224293774068,36.45791266452405,40.39788513418046,117.19406147610229,152.15840609977678,7.929124742166477,2086.358847769553,101,3392.3761791805578
2020,1,Groundnut,Raipur Division,33.80366382504165,236.42941655119682,67.92720731493908,7.387440501910957,45.276131390538374,15.238126822572003,80.89864724120764,161.35374397949812,2.7301199554003173,4768.4133282856765,122,4156.7269415455
2022,1,Moong,Sarangarh-Bilaigarh Division,15.93571689943537,256.48522977797955,56.11756345125805,6.6108791993239535,26.37556524733674,32.71139119034346,130.06429649745598,132.2510375820658,6.264493682281113,5755.184692675112,173,4216.983731629033
2025,9,Gram,Sarangarh-Bilaigarh Division,21.39304110584125,224.14035053601154,61.5092336466977,6.178454799406355,21.59522718135439,21.938294700198664,123.29871583223269,142.06744632054705,8.279343248518568,6158.04047732962,138,2410.4705938765314
2015,1,Til,Balod Division,23.763534333327105,281.01824721142077,41.977728459595056,8.118490702459962,10.580603781104353,51.77823992856175,161.91496839117468,73.20347742460064,7.074547917329014,6362.892088297379,110,4850.9134597937
2024,4,Millets,Surguja Division,32.985207178493795,255.08102203680022,75.03264982522425,7.943695636340508,32.993561514395,49.195979243376996,183.10188175144268,184.5835648573953,4.794806311910007,5405.584231045071,149,3503.169208665973
2018,10,Urd,Bilaspur Division,34.24522893218314,190.46594745237962,74.78518980059094,6.201768462338155,26.090990697257343,51.20899998126792,245.66509528900949,136.48947192104276,5.846083595551583,2198.512141459511,141,1339.5351797860928
2015,6,Mustard,Balod Division,23.882304929926647,217.8515181609342,38.731038023245496,6.10189627043972,24.98596876059315,46.18047188789757,195.67723722014648,213.35351462591666,9.88675543145794,5765.559121183623,143,3393.8737950886125
2022,7,Rice,Bilaspur Division,30.000568242843823,281.577069230299,82.67870294997954,7.645410330433527,17.317412851368502,51.63416118100256,178.74970648858465,89.25744002861522,6.019877946472101,3499.80036691237,128,2576.307980226403
2015,2,summer paddy,Surguja Division,25.63322047528966,204.7920110607646,46.15138436839831,6.4448561857562785,27.202213807650978,20.041437508746043,117.01848685366852,91.01101868376716,7.8561775401864375,5149.556568961819,138,5243.323843695276
2017,6,Groundnut,Sarangarh-Bilaigarh Division,25.75565869482753,256.2017369949576,88.9353636561969,6.419196395085874,49.377678143334734,32.60218882899008,56.9007752996652,179.15191430613754,7.266047643776626,4156.340024804179,153,4114.980351519094
2018,7,Maize,Bilaspur Division,20.56199030132713,222.20262589749677,52.974180842234745,5.956870741202966,21.910166146889775,44.59234399729841,107.62502577093835,219.20068467947937,7.014906155293632,5643.030668243919,175,2937.188238523433
2022,10,Jwar,Raipur Division,19.33912491727759,187.98409026511663,40.67304352406998,6.2919265591294895,33.98817653632401,41.86962489675675,203.68958009192355,144.43956772363507,7.163690551140435,3627.528664198443,115,3442.8108044240944
2020,10,Maize,Raipur Division,20.760106918480822,110.45954885383827,51.103206680739135,6.782522672777949,41.059475252626676,45.817724143704346,91.05438816076034,195.39077374662,4.544097512814639,1808.9690537001038,160,2027.078968771468
2024,2,Til,Balod Division,26.126560145141585,156.49937986710702,56.41081972183159,7.698515011817246,39.96631292706127,21.212919157561586,192.43763873482288,249.86598429861712,4.741601745181253,4284.118554412354,96,4386.765705770105
2021,2,Arhar,Surguja Division,15.58310372044178,291.9357062084289,34.15846638229769,6.5089242832412495,23.150971499703633,14.921735452249488,165.95596851388316,248.05312794578563,4.678627373607823,2356.4527733383657,161,2961.5733127445806
2022,10,Gram,Balod Division,33.14497888712812,214.44134581815,64.69310287339738,6.485813018439528,34.43440334067402,55.84032890373882,84.37137395009297,198.86736856434,0.3325460721260809,6327.588161764613,151,2579.163795212777
2016,7,Urd,Balod Division,18.125674190995525,191.0988450847474,65.85794639213402,6.354739757657308,44.850587410806284,38.00859477836792,102.32496125836599,197.91729793564977,2.410653303323235,4134.8153291274575,179,1785.0799211019216
2024,12,Wheat,Balod Division,19.40177353742773,283.2391563820568,74.33582732096833,6.934851002533129,10.617897109323119,17.691296225370547,149.2607206972953,99.52377743978113,1.545640066498828,4267.793969186302,177,2755.4733717975723
2025,1,Wheat,Raipur Division,25.365523528952927,196.62794525936218,31.7501935374446,6.041910093823946,27.42937427373231,49.67182909436808,133.6749410215695,216.70792630875474,8.864450113972573,6036.328564074089,113,2574.8947229951
2022,8,Gram,Raipur Division,29.202295326745585,181.52062960435075,62.474292866029806,6.956892202096377,18.970936729676215,55.74649683146413,205.71276950935192,131.0204254094241,2.74969366452949,4622.926225755874,129,2503.5718113899898
2017,11,Niger,Balod Division,16.914581094887946,239.82771378755132,33.17444599623986,7.61252666858407,25.54529161595356,18.47817592855545,196.8809285086494,242.39878197336452,1.384426344655404,3013.646885948536,165,1712.4970484513547
2021,3,Groundnut,Raipur Division,21.353893950943245,228.16640474663612,72.0686531979992,5.589371512097866,26.639584319009668,50.87062276345553,164.91490069460343,66.2855377413871,1.1976693191088494,2980.4730845668555,136,3532.571813272398
2017,11,Arhar,Surguja Division,34.37349211148714,98.29000210210819,33.34367914205907,5.529338140917286,39.86683859146548,56.661253065956416,214.45494229458504,137.1680737745452,6.999898345521586,4007.89324953228,97,3298.62657669027
2021,6,Niger,Balod Division,20.246859335618915,167.8270686435303,84.70367090049797,5.7253687304635275,13.752874895817726,56.918080014800864,162.53390813686173,161.16809753669972,0.060833109149592834,5833.041144645795,143,1955.872895418361
2025,9,Soybean,Raipur Division,21.261002901262938,168.1288607048963,72.1249540130698,7.106980185184336,30.503356125300417,55.707823082675056,242.87785133145204,131.03124141723296,4.713044017565082,5473.646703681393,98,2711.852405492084
2016,6,Urd,Bilaspur Division,31.72996981236067,144.55612881083619,60.44338590510942,8.06336524955621,32.56779167194981,37.32105061800514,93.44481983021629,92.11583810098867,1.1887110559819625,6313.702930284224,92,2053.764215553907
2024,9,Moong,Balod Division,16.004288633809104,179.32337053806327,56.490235396870496,5.514653398060756,29.766304142072176,27.810565862693462,192.82639872043055,168.597697756502,8.496633776359051,1859.4306142610183,143,3193.5876962473526
2020,7,Pea,Balod Division,24.292263376179417,153.27684943178605,37.840357824795746,8.309983913754042,39.27493012250881,10.363640384700464,123.9888264108936,201.1835829250275,9.584503564524582,2841.630344821693,110,3942.437074115182
2017,9,Tiwra,Surguja Division,22.592335289033407,99.83637236779578,47.45996337387979,5.818835534711607,25.351650236273894,13.045611343576354,105.79323888403877,178.9677192040393,9.587546162149037,1901.03853906863,137,2657.052942667943
2017,2,Mustard,Sarangarh-Bilaigarh Division,21.33173519817302,153.09162181867026,82.13754630125378,8.025950584174678,47.79868254560304,31.44195076486953,86.07749519354257,96.88976976160791,4.419641089467693,5255.395969512181,136,3643.7874026095005
2023,12,Arhar,Sarangarh-Bilaigarh Division,20.713991880895293,68.06923689329415,84.26716869374962,6.94856429494884,29.272137701557654,29.966307319575517,160.5006952523088,196.3215888737048,6.445148244347965,2204.168445751918,177,2882.3741406756676
2021,8,Moong,Surguja Division,16.827482097208183,193.9464656936029,30.044862502231865,7.478072161836532,32.8485563845919,19.235695478494158,93.09388654984225,101.37956120891265,5.997041365107446,1999.4315899880335,157,3357.2017150832876
2019,8,Groundnut,Surguja Division,21.296516587032976,263.413637235278,65.64818348865307,7.032048953341548,43.02123293386998,29.77400140158284,90.07017028968119,85.040472584808,3.5003890138595297,4308.361035497787,173,4086.953717526069
2024,2,Wheat,Surguja Division,15.861048054313372,231.3217710886388,73.15803654150682,6.931144675538064,21.0094442372449,18.732503272768405,248.10638101676358,188.13360308774443,4.440644914205311,3557.4235605957924,152,2061.3906766641608
2021,12,Jwar,Sarangarh-Bilaigarh Division,30.619277272888706,140.0985100135278,67.12481894745638,8.004698285093173,13.0080811505121,52.439562638792026,210.34948336915215,218.5574492227858,0.6432369723328568,5075.5066938123355,105,3924.5336708176806
2023,4,Jwar,Surguja Division,22.964555879160233,71.76780139432705,34.900785891981236,7.767659138703449,38.3113591344993,24.90974389377994,199.65536405087508,146.30788953931489,7.956990326714872,3935.076958501365,163,3465.1586751528525
2015,11,Rice,Raipur Division,23.87807664639823,100.53734980631768,43.06349392793413,6.950206709569013,29.320474221935143,39.9282175079155,208.81212517655098,156.27835862768757,2.4080351215461904,3626.672979702264,179,2589.7456190113357
2021,7,Soybean,Balod Division,32.87189172900263,186.37258512370892,45.02041604288316,5.834907788188184,45.86017003835979,35.14215309995434,243.7845747437485,110.54951409424649,4.605273311363762,3627.5022437348543,94,2115.4753862976804
2020,11,Urd,Balod Division,28.161099677224414,101.7642708457582,79.90347787830538,5.846208877943225,49.30720194889736,12.59410387969961,164.65533775064068,148.92360302200643,4.806207336166439,5859.381901994273,100,2428.719061528526
2024,4,Niger,Bilaspur Division,15.161182066842397,185.9932778212419,57.791966178535226,7.904618382157226,25.96437402298917,57.11168597455831,94.04877548057212,76.39659960248144,5.6071173915131824,3476.128253612332,118,1488.6462238221409
2023,4,Maize,Bilaspur Division,33.8634964592257,107.89975619097473,59.20969271647421,7.0881718640426,26.617560650386434,36.36129891252416,222.4419281506478,241.16616593659802,8.1787663788809,3166.9856388481676,168,2320.359639899024
2015,6,Wheat,Balod Division,19.742889319554223,262.23096736901823,86.09358279327051,6.944767420658088,26.318504088229055,26.252882169590766,198.54614589081802,210.07213073131925,6.918810461837497,3192.675385113647,159,1949.7340171503915
2018,10,Soybean,Raipur Division,17.152283695197177,149.3178682101149,68.22515333128294,7.541700524082145,22.98216438923705,17.90632848165341,132.86166246683462,183.59461216443697,6.63063049129192,2483.003984074451,137,1928.7950440414395
2023,6,Rice,Sarangarh-Bilaigarh Division,30.362563567617645,111.38765648612276,83.92006209315983,8.07652475024278,41.2674839106559,26.926331736341787,144.71389971492925,157.63887433688058,5.267454958049398,5803.444252869947,104,3384.7244476275564
2018,10,Niger,Sarangarh-Bilaigarh Division,25.00954631733436,253.0815450617654,57.390531320491974,7.3866194332399155,40.35983049962911,11.025580151169475,132.25047969577383,208.4338272455929,0.9595575494658992,2233.154075137908,173,1354.9760694754302
2024,3,Maize,Raipur Division,23.67541132036035,135.7097412013627,38.96617551109765,7.788543707039437,29.145794822021,28.177907767414887,235.98843204580083,148.95144791716086,4.020084716508614,6043.053688998027,123,2951.5601675863295
2017,9,Tiwra,Sarangarh-Bilaigarh Division,19.990061593654836,77.87192195969548,85.79613564444514,7.795811572350871,11.78644865515595,36.57429636522524,118.70632229965882,109.9947816309065,9.573168512905522,2917.3386095550313,149,2958.336160149245
2023,12,Urd,Surguja Division,25.949429797246374,192.6023728509104,57.522306940052296,6.568784346378877,22.382372060522936,53.59331229254724,242.6968557312345,82.07484703333441,9.955480752882526,5997.134110869235,151,2152.754970243227
2016,10,Til,Balod Division,20.48769210405175,195.39105110949717,40.897885312729315,6.322249586922987,21.692121862193503,44.36872088488988,232.05435425078997,179.51711776036146,7.3049814610091826,5454.103284072886,91,4810.56335838019
2018,11,Urd,Balod Division,33.03166010574135,228.67391880893354,48.143744418235336,7.903492201525475,42.443489848010344,15.57911565666207,176.10422844963466,235.88514900530282,2.2751496307464505,4409.937604751793,169,2064.205365388325
2020,2,Pea,Raipur Division,19.304089594663857,110.05485830209639,33.048155381336535,6.631536375352731,13.50302293664699,17.387316221898054,165.96435462001494,80.72371070087023,1.0189064600339592,4847.350019592996,108,4471.034534899369
2016,6,Mustard,Sarangarh-Bilaigarh Division,32.68710300911507,160.9428347730613,58.09803548738311,8.210008019568114,42.22701516170817,31.406168390918733,124.01785601399418,86.00360901016136,4.147643590461993,3129.2204541246383,138,2841.480584267226
2022,12,Arhar,Bilaspur Division,26.18810851454714,120.59197976066406,81.1876903146142,5.709072090190359,36.76734608796573,19.785387581939393,53.66767780212997,136.721206681907,8.565719023593356,4371.143071638311,167,3408.357753490105
2022,7,Rice,Bilaspur Division,31.56976267790482,70.23843402892203,86.01482736040137,5.674652536226019,39.29765836521797,11.392488879137787,75.52463724755066,211.3798695839378,7.218642398950005,2962.014503633485,177,2550.4289909927675
2015,12,Kulthi,Sarangarh-Bilaigarh Division,29.2569199172191,269.15345675397293,85.95613245021863,8.281012480304225,27.28852750340094,50.25074400590351,200.84626466990974,108.78454579430093,8.838922375411048,3511.3640694523083,117,3540.258166230241
2017,9,Mustard,Bilaspur Division,28.933902228734972,232.2174511220853,37.5138015377248,7.445364742544305,37.18903184007033,10.976128534899706,144.30802531763305,100.78258493400563,6.157763146976523,5323.312776146224,137,3499.13475333974
2024,3,Mustard,Raipur Division,21.486916153901113,125.36576486470017,52.92323295066342,6.638798069344997,34.36115778827663,51.534480259900704,79.96762683759363,173.9932582925668,1.3032836458969232,2719.662819051081,126,2851.3779989451673
2023,10,Tiwra,Raipur Division,19.67793862944407,199.84324821799657,31.693725579042383,7.765181244448549,40.75920780914518,17.2051981516483,102.79217082637419,157.12295637486636,1.1479596699816408,5694.230079187689,163,3329.0278733927726
2019,3,Rice,Sarangarh-Bilaigarh Division,19.217724553615763,100.3159470336181,81.30992069828837,7.516980429980924,27.870793378730085,58.733920540355804,239.56737996939995,62.04407288904726,0.4800230263012928,3379.4142683249825,138,2708.179690932019
2020,7,Maize,Bilaspur Division,32.14383314119178,272.55915544894276,51.52534572127642,7.0936031404587885,28.913024995852098,40.193695591309506,123.42656706205301,66.29799546185531,5.67079970573531,4160.849804280905,137,2877.09865889205
2018,4,Mustard,Raipur Division,31.4085364051804,78.72658584047758,67.86702167353408,5.796620027987954,35.743048909592815,46.74914858149477,231.5363890438307,178.60259603695323,2.4288623662478903,6209.802437814366,162,3840.2564357470255
2024,8,Groundnut,Raipur Division,23.811470560246146,50.959286376950224,72.89390628463732,7.936538761878254,14.323099746655533,15.524181398403243,110.92716645871533,143.02471982955592,7.343836413549505,4906.278150934375,177,4055.4776207959335
2016,7,Wheat,Surguja Division,17.64809226992909,175.50204943479554,55.79068018458932,8.098069572041874,27.449777934572694,53.10520367257401,158.64401887343217,244.1954383178294,6.862499358575072,4728.020564223137,118,3022.802835006102
2025,5,Maize,Surguja Division,22.645045039549167,195.78195586321732,48.38654019301458,6.016506065657947,48.87803381039223,51.95961714357692,54.095416672439576,185.70628214601294,3.1811074240831694,5058.038638025146,149,2790.232247835583
2022,7,Rice,Raipur Division,27.38686908273823,194.7413300739511,87.73277460695668,8.0515349559312,11.502092802401826,42.649636577085886,154.3750220747154,52.01473239864629,1.7680166646406437,6090.556693802807,118,2966.5512553487342
2025,3,Tiwra,Sarangarh-Bilaigarh Division,24.088063089599057,63.62798185945657,87.86929350143126,8.133541933049692,22.640188914655752,35.11374322976937,177.38840212212605,146.20375596009237,1.024003497960012,2742.568546107554,147,2461.52062762884
2020,12,Pea,Balod Division,30.6037853696599,128.5109517296081,47.36618208180131,7.148285836865548,22.56439276357483,46.07445865658362,96.86101986743557,132.88958700709588,7.373152738130971,4566.206028996692,137,4508.51431544865
2019,2,Kulthi,Balod Division,34.95245644502771,174.79973671033295,58.777505804667484,7.468537108668061,35.3385647694309,10.296410766843907,165.78743524107142,71.34277199875373,4.504409954259332,3501.9692719182613,112,3769.8389991039444
2023,6,Til,Raipur Division,18.822641768977938,104.14479640681023,88.37064951960134,6.646711960043474,14.232014376965596,39.62203776992297,179.4335544101971,234.641767174438,3.235299141781389,1559.2764660512196,116,3451.2953670905054
2015,2,Arhar,Raipur Division,24.19301639319145,268.1564713714741,30.292104459330194,6.345374942527798,35.14176123515445,52.37030674646183,187.3772156763513,211.00225981634472,8.566530158063122,2126.5044820305457,96,2567.0734516413477
2019,3,Groundnut,Raipur Division,23.61967803841644,71.77732236535851,54.76069490274895,7.665949440854934,13.801609626064778,27.844994358737743,205.28066440442063,96.01718168400038,5.936132165693841,3124.959476317942,138,3658.916666048635
2020,6,Masoor,Sarangarh-Bilaigarh Division,21.089850654979017,171.8461104180107,36.02745298085811,8.085625447047425,13.79814589673324,15.414467824145841,112.2678485858833,101.19615176859944,5.180023363965844,4324.9998559095775,143,4049.0481783326723
2019,5,Niger,Surguja Division,18.961910334405793,222.854014378288,60.54947793375616,7.462232658867243,39.1273342875393,31.043862487160307,163.55539128637565,56.40361066389019,7.433791649756158,5907.3738834813585,157,1888.265952585583
2020,8,Mustard,Raipur Division,16.313842329793186,115.43777503362061,31.48019727242923,7.034771831939647,22.965406953311852,46.35522245292535,246.31580595291888,109.3434903158082,8.155831402352883,5455.570591007197,167,3743.75293279287
2020,9,Arhar,Raipur Division,32.74238634447397,206.06018424937955,54.41390588343767,5.976774300532515,49.09691790854992,15.365060518533626,229.62883413303143,166.9244017826707,6.860731554227195,4266.668362113852,131,2845.704228968587
2021,11,Kulthi,Bilaspur Division,23.396973953726352,257.34628753559366,43.24194448712011,5.660376137814454,11.494117457422199,20.302428010644498,240.5330856196733,134.16867767733365,4.400063185993527,1869.352089537338,163,3481.766730032411
2018,3,Maize,Sarangarh-Bilaigarh Division,24.937910370000978,97.58424377376188,61.99850174752444,6.837075370740239,27.80426654871977,17.377592341434998,127.22727970571428,243.85109274393616,3.7929879267218745,2929.531451974893,148,2428.0825547869476
2025,12,Wheat,Raipur Division,33.33884096401832,279.3051479562157,89.75961894604198,5.648048691092264,14.525437506960948,49.847387778761245,207.38562117933236,61.21603385273417,7.716649382727022,3333.5432394612194,133,2165.431142270232
2022,10,Groundnut,Bilaspur Division,30.525809550318957,188.3896331655895,78.03216630760485,7.208003895721675,24.055158670324346,13.144631122624341,173.97959035206955,168.28603177980213,5.179071606402861,4608.585926019213,115,4155.6563902936205
2021,3,Rice,Balod Division,17.610025282343685,124.80800107526514,80.73852549746528,6.648187573953313,49.92889802436202,44.32932510572165,66.54701661244822,221.6618881014096,7.043860785173763,1824.6181148992055,112,2184.1892528185017
2023,3,Rice,Raipur Division,26.308399352154847,157.71456884556767,68.11589924154485,7.771567359045909,45.55370046954127,28.322846037659566,214.79607783141307,146.1481824819445,8.903987890805519,4150.967772502367,162,2774.3404854030246
2021,6,Maize,Raipur Division,23.845045530391182,128.047970946597,32.49359089633551,6.41694549050855,11.932976354215876,47.78956214426511,185.4202552714729,50.592544112079366,9.158906347367031,6007.322880723536,97,3181.8319372707415
2017,1,Gram,Bilaspur Division,30.944221451575256,231.27778998332903,42.40786056264865,7.278948102902296,32.53023375302734,58.21917093920188,89.78347190305337,98.56029996525504,2.7771563924057263,5027.163478487014,142,2370.552700878129
2017,7,Kulthi,Sarangarh-Bilaigarh Division,29.484650952238987,249.07516585378303,85.5038733868233,7.1130505652653016,35.91289219297743,15.727264979324115,65.94771148589227,114.75379513359323,1.878899502725141,5485.384032813782,103,3946.5544144189817
2022,12,summer paddy,Raipur Division,28.808114438221438,258.23434807966527,51.96678707572507,5.514137276566723,18.38138495800503,25.719252053372923,217.40442612966612,243.19889891149248,2.612873603368379,4908.378241795367,160,5298.053639002767
2019,1,Urd,Balod Division,21.810896709597937,296.4420623964353,36.218203588847736,5.717168194792931,15.80422293585801,50.50627138594285,65.7803658982402,232.3546563677399,7.5137177053550275,2532.945560862961,96,1411.9277711535865
2018,5,Tiwra,Raipur Division,31.09927460798509,247.82107312417088,72.14432195197212,6.371104637458061,46.17524538662094,23.307919302558822,68.27077307328733,239.83410102152607,3.7005803604616014,2052.419100330093,98,2527.788714617596
2022,10,Wheat,Balod Division,16.047825911897224,200.34601767214085,47.967463436055276,8.146705243062296,48.752657659335064,20.756029852302046,135.48165758086304,215.15169152339365,1.7338928084132976,5647.453365024545,92,2856.4422186314723
2020,8,Gram,Surguja Division,18.192498028643346,134.80507459794595,46.1314147742503,5.941044864699336,49.67571429278568,51.268898893448586,76.95956568389542,120.32954682278087,0.9838549250696926,4977.522180077642,167,2408.6164490038555
2016,4,Maize,Surguja Division,21.712465459558235,186.14886217768733,89.87864733349562,7.632682991381625,41.590470949385384,59.354118200298515,232.73391948854388,231.1752844192401,3.2731318882968785,4375.307794081841,106,2498.255968264613
2018,5,Soybean,Balod Division,16.536148821385627,60.26704319760135,81.48833550159927,8.420099698456863,36.54008277621029,37.84402950739829,144.05678725264733,246.33690118740975,1.3613644035051131,2446.4143248412297,133,1756.9384693661661
2025,4,Kulthi,Sarangarh-Bilaigarh Division,19.699885550693832,236.20626888247827,54.47626910207046,7.871702658073465,23.829210087719918,23.902437416666963,163.83019613091432,120.01426245499059,1.5637361253330695,4516.724826558767,175,3944.701949854424
2018,12,Urd,Raipur Division,31.603019659958363,161.48888627302546,88.81567246898994,6.228836085061132,16.8559324929901,29.928298080002698,235.6212178956175,102.1111931972898,6.838839734462701,1656.608926110799,135,1390.1972807024852
2020,12,Kulthi,Raipur Division,33.965030755801585,55.005807433046904,69.00679340515282,8.225095781239245,13.15922397464927,18.50651636918045,156.05264512766973,159.38325855644428,0.1973209566840528,2094.1956719697973,179,3351.7172187507977
2020,4,Maize,Surguja Division,21.09204711548381,65.6267353776027,74.5213471127856,5.77932146952517,37.73189874205968,48.094363944537626,120.7182291914637,87.43043851978601,1.17553261625438,3059.4507490221226,147,2232.5950828697464
2015,12,Moong,Balod Division,20.290316079776765,146.86661595543916,31.890782584932694,6.904425825612208,41.38893660717433,48.673700891138395,209.43102116316638,56.524844281276046,8.443654912130965,3718.691387055822,117,3340.6330290913484
2022,8,Moong,Raipur Division,20.597853044928538,195.85537975460878,37.29631556088343,8.162625723179241,43.0581460981992,53.756049619124724,138.57003949504212,239.16623422317394,8.449140850182532,2102.8224791100015,103,3536.2396109152082
2020,2,Soybean,Raipur Division,20.554381747016876,166.05098723803167,67.9851075897743,7.423797127770609,46.55060013215194,11.330128179828193,113.69388512046109,235.14812648828385,3.2924347876357696,2099.7009192876794,98,1488.9242167047316
2017,1,Mustard,Sarangarh-Bilaigarh Division,15.71860364371946,204.80107932303872,83.94143895896903,6.740933694183097,45.19718254553494,38.099067081318964,194.64589172110692,82.53077075242422,0.8795300836872899,5129.468302918177,115,3499.4147436773646
2023,3,Masoor,Bilaspur Division,33.53832692662216,170.07356469783895,67.42462356525573,6.378438600211506,49.98965089032371,20.71277171715922,210.3211353226086,131.5480493859439,7.049703338072058,4348.597032667428,91,4432.857265274642
2016,9,summer paddy,Surguja Division,19.273962831406568,215.4259613703367,38.041493659139505,6.62529821595505,19.762560438690052,27.044150774617854,208.3432335168543,216.20726265453712,3.6013168777387436,4168.709903888325,164,5322.924980791888
2025,4,Tiwra,Surguja Division,23.4000814816281,104.78151616770022,36.94560277477948,7.026825343027859,40.532304608488424,49.24778076432538,245.5348828257415,182.2000597641706,0.45464627204925834,3762.17247558775,170,2838.028994685511
2022,10,Maize,Bilaspur Division,15.193737654819355,78.21079679590535,80.6511537494449,6.457131789618423,33.45838049499191,19.601682618074808,207.33338977499253,128.9575018341428,1.5782698129979855,6382.71553172282,123,3167.2353716711414
